Name,Comment,Likes,Time,Reply Count
@alisonhillary,Good luck!  I hope you find it as helpful as I do!,0,2023-10-16T02:43:14Z,
@raymondkidwell7135,Add cbn to your cbd thc mix.,0,2023-10-17T00:35:35Z,
@bigstrongguy683,melatonin is actually bad for you and will affect your sleep patterns forever,0,2023-10-17T01:38:03Z,
@TeslaEmperor,My friend may I ask which brand of melatonin works for you? And also what time do you take it? I think I've noticed taking melatonin 2 hours before bed makes me drowsy but I'm not too certain.,0,2023-11-20T06:55:42Z,
@haitiansensation7693,If you use too much melatonin you start to depend on it too much and your body doesn't produce your own. Did your parents give you melatonin as a kid growing up?,0,2023-12-24T20:50:39Z,
@alisonhillary,@@haitiansensation7693 Absolutely not.  Do people actually do that?,0,2023-12-24T21:34:58Z,
@haitiansensation7693,"@@alisonhillary Yes some parents give their little ones sleep aid or melatonin to get them to sleep quicker, it's not a good thing.",0,2023-12-24T23:29:46Z,
@Skulduggeryful,"Initially i started using weed as a way to get away from anxiety and did find that my sleep improved but after being a chronic smoker of bud for several years in a row, i did notice that my dreams became much less frequent and often thought i wasn't dreaming at all. After having quit about a month ago my first week and a half of sleep became very inconsistent and often started to dream about the act of smoking itself (picking the buds apart and rolling up a joint), only to get to the point of it being ready to smoke before my subconscious mind remembered that i have nothing to actually smoke. After that week and a half i started having really vivid dreams and a lot more of them but my quality of sleep hasn't really improved since then. I'm really interested to see how the quality of my sleep changes over the next little while.   
Thanks for the video that was really fascinating and i resonated with pretty much every point you brought up.",0,2023-10-15T14:39:59Z,0
@dayanisrodes157,Agree,0,2023-10-15T14:14:53Z,0
@nBasedAce,"Ahh, good old correlation is causation bullshit. Perhaps the reason why people who have risks for certain conditions not sleeping in the so called Goldilocks zone is that the risks are the things making them sleep like that instead of them sleeping like that being the reason why they have those risks.",0,2023-10-15T14:08:21Z,0
@wtfamiwatching7856,"I am 23 days into quitting marijuana and nicotine, this enlightened me so much, I have been having VIVID dreams, waking up every night, I'm glad to know this is just part of the process.",2,2023-10-15T14:00:58Z,1
@soccerguy123321,good luck buddy. stay strong,1,2023-10-16T18:59:17Z,
@FabulouslyTerrifyingEnt,"I'm a self-proclaimed stoner, so an easy everyday user, and I definitely have experienced the dream thing.   I smoke because of my anger issues mainly. But also my bipolar and schizophrenia. I've been on pills, which made me fall asleep standing up. And when I started to everyday weed, I realized it was the only actual thing that helped. It sucks because from an outside perspective, I seem addicted. Given that I'm angry when I'm sober. But I'm not angry because I'm sober, I get angry when I'm sober.",0,2023-10-15T14:00:00Z,1
@ghost1852,BRO SAME WHY CANT PEOPLE UNDERSTABD THIS,1,2023-10-15T16:13:53Z,
@nikkolas821,"Every time I smoke I’m hung over and exhausted for days so it makes me not want to smoke at all. 
I smoked last Saturday and all week felt like I was recovering from a weekend of partying all night and taking mdma
Anyone know why this could be?
I used to smoke all day everyday for years.",0,2023-10-15T13:58:13Z,0
@Ideasthatsparkcuriosity,"Alright man, you have some solid points here. I had to push myself to click the video, because you know sometimes facing the truth can be tough. I'm happy i did. You're very well spoken, incredibly smart, and overall impressive. good stuff my man. :)",3,2023-10-15T13:49:26Z,0
@underlows,"REM sleep ramping up...

Weed: ""Whoa, whoa, whoa! Dude, we are not doing this. Slow down. Everything will work itself out. Just relax.",0,2023-10-15T13:18:56Z,0
@rogerhudson2984,"Fewer dreams,not less dreams. Get the words correct!",0,2023-10-15T12:57:25Z,0
@AttackOnSociety,Sodomy should be illegal,0,2023-10-15T12:53:21Z,0
@ghatesspeech,I’ve always had insomnia and weed is the only thing that helps,0,2023-10-15T12:40:20Z,0
@alexisstapleton1749,these remind me of the draw my life videos,0,2023-10-15T12:14:50Z,0
@sonny12681,"I smoked some weed/THC at 4 p.m., and I went to bed at 11 p.m, I was able to fall asleep fast, and I was able to have a long dream at night. I know that THC prevents people from dreaming at night, but if you smoke weed and go to bed after the high wears off, you can have dreams at night. I only smoke weed on weekends.",0,2023-10-15T12:09:25Z,0
@feelinfreeky,this is very interesting. as a heavy pot smoker i still experience dreams almost every single night. and as long as i get a full 8 hours i feel super energized in the mornings,0,2023-10-15T11:14:33Z,0
@DeraldCannonJr,This video is truly accurate when I smoke I never dream but if I quit for a day or more I dream again,0,2023-10-15T10:45:59Z,0
@peterlustig3824,"Stop smoking two weeks ago after 5 years nearly every evening. I feel great..now. the fist 7Days were hard to sleep long. Like after 5 hours i couldnt sleep anymore. 
Edit_ : After seven days without THC I try some CBD and I could sleep by 7-8 and i realy like it more than THC. I think i wont start smoking THC again=)",0,2023-10-15T09:47:26Z,0
@710rainbowzzz,"Idk about y'all but I smoke like a train every night , and have consumed high doses of THC and I still dream .",0,2023-10-15T07:24:31Z,0
@maelet85,"I call bullshit. The methodologies are flawed. Which came first? Insomnia or THC? How do we know the 'chronic users' haven't been self-medicating their insomnia, if its been diagnosed or not, if it was done before or after the study, if they were self-medicating other symptoms they experience, if the 'non-chronic users' were self-medicating at all, or a bunch of other questions I don't feel like typing out? And the '45% higher' statistic might be due to those individuals self-medicating their insomnia, which is why the the quantity consumed is higher. Plus, statistics can be manipulated by perspective. Sorry, but these are not facts, but conjecture.",0,2023-10-15T07:08:05Z,0
@PlutosAsleep,"my antidepressants, snris and antipsychotic/mood stabilizers just don’t do it on their own, i have BPD and i am completely non functional without medication, and meds alone just don’t do enough for me to feel “okay”, weed is the thread sewing my brain together 😂",0,2023-10-15T06:39:32Z,0
@johncamp2567,Nicely presented and informative.,0,2023-10-15T06:06:13Z,0
@chadtannous3564,"Marijuana is a completely outdated and racist term. Legitimate sources, especially one claiming to be scientific really should be using the title cannabis.",0,2023-10-15T06:00:39Z,0
@dmitrybahrt9227,"I get very vivid dreams when I don’t smoke , some can be very scary",0,2023-10-15T05:51:03Z,0
@shellbacksclub,U shouldn't need chemicals in order to go to sleep. Work harder during the day!,0,2023-10-15T05:43:30Z,0
@shellbacksclub,Cool hair bud!,0,2023-10-15T05:42:28Z,0
@Lauraabreu1528,Well it actually makes me dream more! I dream like 8-10 short dreams one after the other.,1,2023-10-15T05:30:50Z,0
@booshday,I smoked chronically for over twenty years and i havent touched it for three years now.  I rarely had dreams or just couldnt remember dreaming when smoking.  When i quit i used kratom to help with the insomnia and for about a month i would have crazy dreams every night especially when i used red vein kratom.  Kratom works great for cannabis withdrawals but be careful because it can be addictive and you would be trading one addiction with another.,0,2023-10-15T05:28:11Z,0
@1zuzsuit492,"It does affect your sleep. I sleep better with it. If i smoke it every day and go one day without it, I'll be tossing and turning. I got raped and it helps me a lot. Also helped me cope with getting mistreated in other relationships after. But it WILL affect your sleep for consistent users.

Update: i significantly reduced the amount of weed usage. I now only smoke, 6 days out of the 30 instead of all 30days. But i still have trouble falling asleep. ❤",0,2023-10-15T05:22:33Z,0
@Mrpandalikescake,"I was wondering what impacts does it have on your sleep when taking it during the day. Let’s say you wake and bake, does that also carry over into your sleep many hours later?",0,2023-10-15T05:13:45Z,0
@livyalife420,"as a junior in college now, i just wanted to come on and comment abt the impact you guys have had on me!! ive been watching you since i was a preteen, and your work interested me so much, that it sparked an interest in pursuing psychology (now in college i study cognitive science). coming from a public education system that didnt ever explore science more broadly into this field, you both were an integral part in that discovery of my passion. love yall <3",568,2023-10-15T05:08:29Z,3
@JackWilliamson-fh5bx,"you're so right,  They really need to teach more about it in school, I'm so fascinated by psychology and the education they give on it in school is little to nothing. I've gotten more info on YouTube than anything they teach me in school.",2,2023-10-21T21:05:08Z,
@stepheninglett3447,Enjoy your free education,2,2023-11-29T18:47:31Z,
@DeannaAKADeanna,"My cognitive psych prof was the most effective one I ha (go figure). When I took the GRE subject test (so many years ago), I definitely knew the cognitive psych material more than any other. In high school, I was able to take one semester of basic psychology and loved it (enough to study it for years and go into it professionally).",2,2023-12-23T04:25:50Z,
